"Term","Catalog.Nbr","Acad.Prog","ID","Grade_numeric","Grade_character"
2015,"A1","CB003",556,71,NA
2015,"A1","CB018",17,71,NA
2015,"A1","EB011",423,52,NA
2015,"A1","CB001",255,34,NA
2015,"A1","CB004",608,54,NA
2015,"A1","CB019",173,77,NA
2015,"A1","CB001",269,NA,"DPR"
2015,"A1","CB001",372,64,NA
2015,"A1","CB019",322,75,NA
2015,"A1","SB001",368,63,NA
2015,"A1","SB001",629,70,NA
2015,"A1","CB019",541,75,NA
2015,"A1","SB001",426,65,NA
2015,"A1","SB001",277,NA,"DPR"
2015,"A1","CB004",619,86,NA
2015,"A1","SB001",3,83,NA
2015,"A1","SB001",585,52,NA
2015,"A1","SB001",363,NA,"UP"
2015,"A1","CB004",397,NA,"INC"
2015,"A1","CB019",522,79,NA
2015,"A1","SB001",449,95,NA
2015,"A1","SB001",365,87,NA
2015,"A1","CB003",382,87,NA
2015,"A1","SB001",231,NA,"AB"
2015,"A1","CB003",468,89,NA
2015,"A1","CB003",549,85,NA
2015,"A1","SB001",630,72,NA
2015,"A1","CB001",587,41,NA
2015,"A1","CB001",621,50,NA
2015,"A1","SB001",633,77,NA
2015,"A1","CB001",428,84,NA
2015,"A1","CB003",448,81,NA
2015,"A1","CB019",507,56,NA
2015,"A1","CB001",594,35,NA
2015,"A1","CB001",546,55,NA
2015,"A1","CB003",407,83,NA
2015,"A1","CB003",171,79,NA
2015,"A1","CB003",430,90,NA
2015,"A1","CB003",396,99,NA
2015,"A1","CB004",487,95,NA
2015,"A1","CB019",533,60,NA
2015,"A1","SB001",183,54,NA
2015,"A1","CB019",532,57,NA
2015,"A1","CB019",538,75,NA
2015,"A1","SB016",325,NA,"DPR"
2015,"A1","SB016",273,NA,"DPR"
2015,"A1","HB001",576,NA,"DPR"
2015,"A1","CB004",431,70,NA
2015,"A1","CB019",521,89,NA
2015,"A1","CB004",27,91,NA
2015,"A1","SB016",235,NA,"DPR"
2015,"A1","CB019",199,79,NA
2015,"A1","SB001",387,50,NA
2015,"A1","CB001",444,60,NA
2015,"A1","CB004",443,72,NA
2015,"A1","CB001",416,NA,"UP"
2015,"A1","CB019",69,89,NA
2015,"A1","CB026",290,87,NA
2015,"A1","CB003",315,84,NA
2015,"A1","CB001",464,54,NA
2015,"A1","CB004",413,65,NA
2015,"A1","SB001",375,66,NA
2015,"A1","CB004",440,27,NA
2015,"A1","CB004",571,72,NA
2015,"A1","SB001",518,73,NA
2015,"A1","CB003",216,73,NA
2015,"A1","CB004",256,84,NA
2015,"A1","CB003",418,96,NA
2015,"A1","CB003",467,94,NA
2015,"A1","CB003",465,89,NA
2015,"A1","SB001",408,62,NA
2015,"A1","CB003",564,89,NA
2015,"A1","CB004",531,85,NA
2015,"A1","CB004",420,57,NA
2015,"A1","CB001",180,NA,"DPR"
2015,"A1","CB004",417,70,NA
2015,"A1","CB019",565,65,NA
2015,"A1","CG031",122,64,NA
2015,"A1","CB004",360,63,NA
2015,"A1","CB004",374,64,NA
2015,"A1","SB001",241,70,NA
2015,"A1","CB003",384,64,NA
2015,"A1","CB004",646,70,NA
2015,"A1","CB003",427,75,NA
2015,"A1","SZ001",12,86,NA
2015,"A1","SB001",623,56,NA
2015,"A1","CB019",463,68,NA
2015,"A1","CB004",477,65,NA
2015,"A1","CB004",409,86,NA
2015,"A1","SB001",287,75,NA
2015,"A1","CB001",156,37,NA
2015,"A1","CB019",550,71,NA
2015,"A1","CB004",492,73,NA
2015,"A1","SB016",357,57,NA
2015,"A1","CB004",366,60,NA
2015,"A1","CB003",373,92,NA
2015,"A1","CB004",472,65,NA
2015,"A1","CB019",432,57,NA
2015,"A1","CB001",390,64,NA
2015,"A1","CB003",526,83,NA
2015,"A1","CB004",475,50,NA
2015,"A1","CB019",395,73,NA
2015,"A1","SB001",456,59,NA
2015,"A1","HB062",346,39,NA
2015,"A1","CB004",583,NA,"UP"
2015,"A1","CB001",308,77,NA
2015,"A1","SB001",393,31,NA
2015,"A1","HB001",491,NA,"DPR"
2015,"A1","SB001",102,NA,"DPR"
2015,"A1","CB001",659,36,NA
2015,"A1","SB001",563,55,NA
2015,"A1","CB003",221,NA,"DPR"
2015,"A1","CB001",505,50,NA
2015,"A1","CB001",230,58,NA
2015,"A1","HB001",504,NA,"INC"
2015,"A1","SB001",436,60,NA
2015,"A1","CB001",110,62,NA
2015,"A1","CB003",392,68,NA
2015,"A1","CB004",313,NA,"DPR"
2015,"A1","HB001",138,25,NA
2015,"A1","CB001",298,65,NA
2015,"A1","CB001",639,78,NA
2015,"A1","SB001",593,89,NA
2015,"A1","SB001",590,42,NA
2015,"A1","SB001",604,75,NA
2015,"A1","CB001",626,70,NA
2015,"A1","SB016",349,NA,"UP"
2015,"A1","CB003",403,82,NA
2015,"A1","CB003",131,85,NA
2015,"A1","CB001",648,32,NA
2015,"A1","CB003",517,92,NA
2015,"A1","CB001",625,32,NA
2015,"A1","CB003",508,73,NA
2015,"A1","CB004",437,61,NA
2015,"A1","CB004",339,NA,"UP"
2015,"A1","CB001",1,NA,"UP"
2015,"A1","HB001",572,31,NA
2015,"A1","SZ092",343,NA,"DPR"
2015,"A1","SB016",321,60,NA
2015,"A1","CB019",605,75,NA
2015,"A1","CB019",136,80,NA
2015,"A1","CB001",380,63,NA
2015,"A1","CB019",519,64,NA
2015,"A1","CB004",174,56,NA
2015,"A1","CB001",123,26,NA
2015,"A1","CB019",530,76,NA
2015,"A1","CB019",369,90,NA
2015,"A1","CB003",624,82,NA
2015,"A1","CB004",643,42,NA
2015,"A1","CB011",473,NA,"DPR"
2015,"A1","CB001",476,50,NA
2015,"A1","CB001",599,62,NA
2015,"A1","CB004",569,60,NA
2015,"A1","CB004",297,59,NA
2015,"A1","CB019",239,88,NA
2015,"A1","CB001",553,58,NA
2015,"A1","CB011",87,55,NA
2015,"A1","CB019",212,83,NA
2015,"A1","CB001",278,81,NA
2015,"A1","CB004",259,60,NA
2015,"A1","CB004",168,56,NA
2015,"A1","CB001",146,57,NA
2015,"A1","SB001",289,42,NA
2015,"A1","CB011",652,33,NA
2015,"A1","CB023",614,31,NA
2015,"A1","CB001",319,72,NA
2015,"A1","SB001",13,73,NA
2015,"A1","CB001",644,NA,"UP"
2015,"A1","CB003",602,NA,"DPR"
2015,"A1","CB004",265,76,NA
2015,"A1","CB004",169,64,NA
2015,"A1","CB001",354,21,NA
2015,"A1","CB001",411,70,NA
2015,"A1","CB019",389,66,NA
2015,"A1","SB001",601,42,NA
2015,"A1","CB019",655,82,NA
2015,"A1","CB003",446,70,NA
2015,"A1","SB001",445,NA,"UP"
2015,"A1","CB003",574,91,NA
2015,"A1","CB019",615,70,NA
2015,"A1","CB003",466,82,NA
2015,"A1","CB003",433,63,NA
2015,"A1","CB001",144,70,NA
2015,"A1","CB004",211,26,NA
2015,"A1","CB019",514,60,NA
2015,"A1","CB004",447,NA,"DPR"
2015,"A1","SB001",429,51,NA
2015,"A1","CB019",459,81,NA
2015,"A1","CB003",622,89,NA
2015,"A1","CB004",498,80,NA
2015,"A1","SB001",378,66,NA
2015,"A1","CB004",441,45,NA
2015,"A1","CB001",47,71,NA
2015,"A1","CB001",627,36,NA
2015,"A1","CB003",525,NA,"DPR"
2015,"A1","CB019",394,81,NA
2015,"A1","CB019",376,75,NA
2015,"A1","CB004",566,55,NA
2015,"A1","CB003",560,24,NA
2015,"A1","CB004",527,52,NA
2015,"A1","CB004",385,85,NA
2015,"A1","SB001",638,81,NA
2015,"A1","CB001",658,NA,"UP"
2015,"A1","SB001",157,69,NA
2015,"A1","CB001",480,75,NA
2015,"A1","CB004",501,56,NA
2015,"A1","CB004",329,57,NA
2015,"A1","EB010",516,51,NA
2015,"A1","SB001",391,NA,"INC"
2015,"A1","CB001",570,22,NA
2015,"A1","CB003",499,89,NA
2015,"A1","CB003",364,73,NA
2015,"A1","CB001",656,62,NA
2015,"A1","CB004",303,77,NA
2015,"A1","CB004",185,51,NA
2015,"A1","CB004",410,64,NA
2015,"A1","SB001",597,42,NA
2015,"A1","CB004",434,56,NA
2015,"A1","CB004",405,65,NA
2015,"A1","CB019",415,68,NA
2015,"A1","SB016",320,51,NA
2015,"A1","CB019",419,77,NA
2015,"A1","CB001",402,60,NA
2015,"A1","CB004",545,67,NA
2015,"A1","CB020",257,78,NA
2015,"A1","CB004",400,38,NA
2015,"A1","CB003",486,86,NA
2015,"A1","CB003",450,89,NA
2015,"A1","CB003",435,72,NA
2015,"A1","CB003",462,79,NA
2015,"A1","CB003",489,82,NA
2015,"A1","EB010",500,56,NA
2015,"A1","SB001",202,70,NA
2015,"A1","CB001",44,80,NA
2015,"A1","CB004",471,62,NA
2015,"A1","SB001",598,96,NA
2015,"A1","CB004",552,70,NA
2015,"A1","CB019",558,80,NA
2015,"A1","CB004",367,56,NA
2015,"A1","CB019",579,64,NA
2015,"A1","CB004",618,40,NA
2015,"A1","CB003",334,NA,"AB"
2015,"A1","SB001",654,64,NA
2015,"A1","CB003",483,78,NA
2015,"A1","CB019",600,93,NA
2015,"A1","CB003",573,81,NA
2015,"A1","CB019",412,91,NA
2015,"A2","CB018",244,81,NA
2015,"A2","CB024",233,57,NA
2015,"A2","CB015",454,78,NA
2015,"A2","CB011",172,64,NA
2015,"A2","CB023",264,70,NA
2015,"A2","CB023",195,76,NA
2015,"A2","CB015",254,66,NA
2015,"A2","CB015",225,65,NA
2015,"A2","CB011",333,34,NA
2015,"A2","CB020",317,71,NA
2015,"A2","CB026",484,95,NA
2015,"A2","CB026",371,82,NA
2015,"A2","CB018",286,NA,"DPR"
2015,"A2","CB025",398,82,NA
2015,"A2","CB025",414,70,NA
2015,"A2","CB020",140,90,NA
2015,"A2","CB011",535,58,NA
2015,"A2","CB011",222,50,NA
2015,"A2","CB015",204,65,NA
2015,"A2","CB011",238,50,NA
2015,"A2","CB020",318,90,NA
2015,"A2","CB015",544,76,NA
2015,"A2","CB020",337,78,NA
2015,"A2","CB020",167,85,NA
2015,"A2","CB015",226,59,NA
2015,"A2","CB011",219,NA,"DPR"
2015,"A2","CB011",177,43,NA
2015,"A2","CB011",330,32,NA
2015,"A2","CB015",149,81,NA
2015,"A2","CB020",309,68,NA
2015,"A2","SB001",312,50,NA
2015,"A2","CB023",181,67,NA
2015,"A2","CB024",596,67,NA
2015,"A2","CB025",539,91,NA
2015,"A2","CB011",84,62,NA
2015,"A2","CB011",350,NA,"DPR"
2015,"A2","CB023",584,61,NA
2015,"A2","CB018",274,79,NA
2015,"A2","CB011",236,56,NA
2015,"A2","CB011",192,72,NA
2015,"A2","SB001",381,41,NA
2015,"A2","CB011",266,74,NA
2015,"A2","SB001",506,73,NA
2015,"A2","CB020",327,85,NA
2015,"A2","CB011",217,78,NA
2015,"A2","CB015",314,57,NA
2015,"A2","CB011",218,65,NA
2015,"A2","CB024",386,65,NA
2015,"A2","CB023",302,78,NA
2015,"A2","CB011",589,55,NA
2015,"A2","SB001",451,83,NA
2015,"A2","CB020",224,85,NA
2015,"A2","CB011",296,29,NA
2015,"A2","CB011",178,51,NA
2015,"A2","CB015",284,57,NA
2015,"A2","CB011",503,62,NA
2015,"A2","CB020",352,61,NA
2015,"A2","CB024",548,64,NA
2015,"A2","CB011",300,38,NA
2015,"A2","CB020",247,82,NA
2015,"A2","SB001",184,39,NA
2015,"A2","CB011",358,50,NA
2015,"A2","CB011",279,50,NA
2015,"A2","CB001",344,42,NA
2015,"A2","CB015",237,65,NA
2015,"A2","CB018",355,88,NA
2015,"A2","CB026",496,84,NA
2015,"A2","SB001",582,61,NA
2015,"A2","CB001",285,62,NA
2015,"A2","CB020",342,75,NA
2015,"A2","CB015",494,71,NA
2015,"A2","CB011",307,53,NA
2015,"A2","CB020",293,75,NA
2015,"A2","CB020",214,82,NA
2015,"A2","CB001",187,24,NA
2015,"A2","CB018",260,96,NA
2015,"A2","CB018",341,75,NA
2015,"A2","CB020",246,75,NA
2015,"A2","CB015",299,57,NA
2015,"A2","CB020",401,76,NA
2015,"A2","CB011",306,35,NA
2015,"A2","CB020",234,80,NA
2015,"A2","CB024",469,70,NA
2015,"A2","CB020",227,73,NA
2015,"A2","CB023",581,NA,"UP"
2015,"A2","CB001",634,54,NA
2015,"A2","CB023",295,43,NA
2015,"A2","CB015",294,NA,"DPR"
2015,"A2","CB020",331,78,NA
2015,"A2","CB015",291,70,NA
2015,"A2","CB025",422,90,NA
2015,"A2","CB020",461,77,NA
2015,"A2","CB024",345,77,NA
2015,"A2","CB011",324,57,NA
2015,"A2","SB001",164,70,NA
2015,"A2","CB011",301,60,NA
2015,"A2","CB011",240,57,NA
2015,"A2","CB015",155,NA,"AB"
2015,"A2","CB020",124,90,NA
2015,"A2","CB023",245,54,NA
2015,"A2","CB020",276,76,NA
2015,"A2","CB020",282,74,NA
2015,"A2","CB011",311,59,NA
2015,"A2","CB011",189,67,NA
2015,"A2","CB020",310,79,NA
2015,"A2","CB015",134,72,NA
2015,"A2","CB025",577,90,NA
2015,"A2","CB023",495,78,NA
2015,"A2","CB026",421,85,NA
2015,"A2","CB020",242,86,NA
2015,"A2","CB011",335,34,NA
2015,"A2","CB011",148,32,NA
2015,"A2","CB020",206,82,NA
2015,"A2","CB004",353,64,NA
2015,"A2","CB011",165,52,NA
2015,"A2","CB020",251,92,NA
2015,"A2","CB020",567,75,NA
2015,"A2","CB011",65,71,NA
2015,"A2","CB011",250,75,NA
2015,"A2","CB011",470,52,NA
2015,"A2","CB011",209,47,NA
2015,"A2","CB026",490,79,NA
2015,"A2","CB020",356,92,NA
2015,"A2","SB001",258,55,NA
2016,"A1","SB001",896,55,NA
2016,"A1","CB001",868,32,NA
2016,"A1","SB001",875,60,NA
2016,"A1","CB003",872,72,NA
2016,"A1","CB001",528,24,NA
2016,"A1","SB016",510,61,NA
2016,"A1","CB001",906,64,NA
2016,"A1","CB001",255,54,NA
2016,"A1","CB001",749,50,NA
2016,"A1","CB003",867,77,NA
2016,"A1","CB019",693,77,NA
2016,"A1","CB004",836,51,NA
2016,"A1","CB003",759,90,NA
2016,"A1","CB003",323,15,NA
2016,"A1","CB003",790,73,NA
2016,"A1","SB001",277,67,NA
2016,"A1","CB001",850,54,NA
2016,"A1","CB003",718,58,NA
2016,"A1","CB003",797,50,NA
2016,"A1","SB001",815,50,NA
2016,"A1","SB001",778,61,NA
2016,"A1","CB019",889,70,NA
2016,"A1","CB004",708,35,NA
2016,"A1","CB004",742,70,NA
2016,"A1","SB001",252,NA,"46A"
2016,"A1","CB004",645,62,NA
2016,"A1","SB001",425,74,NA
2016,"A1","SB001",231,38,NA
2016,"A1","CB003",827,78,NA
2016,"A1","CB019",841,79,NA
2016,"A1","CB019",852,75,NA
2016,"A1","CB019",507,73,NA
2016,"A1","CB003",731,68,NA
2016,"A1","CB003",861,74,NA
2016,"A1","SB001",779,NA,"46A"
2016,"A1","CB003",782,71,NA
2016,"A1","SB001",497,71,NA
2016,"A1","CB019",532,68,NA
2016,"A1","CB019",684,63,NA
2016,"A1","CB019",543,68,NA
2016,"A1","HB062",555,38,NA
2016,"A1","CB004",769,40,NA
2016,"A1","CB019",711,74,NA
2016,"A1","CB019",272,83,NA
2016,"A1","CB003",774,67,NA
2016,"A1","SB001",916,79,NA
2016,"A1","SB001",267,26,NA
2016,"A1","CB004",58,19,NA
2016,"A1","CB001",910,50,NA
2016,"A1","HB001",911,80,NA
2016,"A1","CB003",750,66,NA
2016,"A1","SB001",710,55,NA
2016,"A1","SB001",780,77,NA
2016,"A1","CB003",701,81,NA
2016,"A1","CB001",444,61,NA
2016,"A1","HB001",863,56,NA
2016,"A1","CB019",706,77,NA
2016,"A1","CB003",798,76,NA
2016,"A1","CZ092",949,50,NA
2016,"A1","CB003",822,60,NA
2016,"A1","CB019",795,71,NA
2016,"A1","CB001",464,61,NA
2016,"A1","SB001",737,75,NA
2016,"A1","CB004",793,38,NA
2016,"A1","SB001",932,71,NA
2016,"A1","CB003",377,81,NA
2016,"A1","SB001",666,NA,"AB"
2016,"A1","SB001",670,61,NA
2016,"A1","CB001",741,42,NA
2016,"A1","CB004",804,58,NA
2016,"A1","CB019",923,80,NA
2016,"A1","SB001",603,NA,"UP"
2016,"A1","CB019",787,60,NA
2016,"A1","CB003",839,NA,"INC"
2016,"A1","CB004",665,63,NA
2016,"A1","CB004",930,64,NA
2016,"A1","CB004",809,80,NA
2016,"A1","CB019",689,53,NA
2016,"A1","CB001",748,12,NA
2016,"A1","CB003",729,89,NA
2016,"A1","CB019",683,72,NA
2016,"A1","CB001",936,67,NA
2016,"A1","SB001",502,57,NA
2016,"A1","CB003",802,85,NA
2016,"A1","CB001",898,50,NA
2016,"A1","SB001",785,79,NA
2016,"A1","CB001",156,50,NA
2016,"A1","CB001",829,17,NA
2016,"A1","SB001",691,30,NA
2016,"A1","CB019",738,56,NA
2016,"A1","CB004",714,76,NA
2016,"A1","SB001",747,42,NA
2016,"A1","CB020",362,73,NA
2016,"A1","CB020",57,70,NA
2016,"A1","CB019",432,76,NA
2016,"A1","CB003",766,70,NA
2016,"A1","CB019",854,80,NA
2016,"A1","SB001",887,53,NA
2016,"A1","HB062",346,50,NA
2016,"A1","SB001",393,53,NA
2016,"A1","HB001",491,22,NA
2016,"A1","CB001",735,82,NA
2016,"A1","CB025",811,75,NA
2016,"A1","CB001",895,36,NA
2016,"A1","CB019",876,56,NA
2016,"A1","CB019",709,57,NA
2016,"A1","CB001",695,27,NA
2016,"A1","HB062",640,NA,"AB"
2016,"A1","CB019",744,73,NA
2016,"A1","CB019",734,73,NA
2016,"A1","SB001",705,63,NA
2016,"A1","CB001",692,52,NA
2016,"A1","SB001",879,61,NA
2016,"A1","CB001",677,NA,"AB"
2016,"A1","SB001",590,51,NA
2016,"A1","CB001",648,41,NA
2016,"A1","SB001",557,66,NA
2016,"A1","CB001",625,61,NA
2016,"A1","CB004",339,60,NA
2016,"A1","SB001",849,74,NA
2016,"A1","CB001",753,24,NA
2016,"A1","SB001",891,56,NA
2016,"A1","CB003",831,72,NA
2016,"A1","CB001",847,50,NA
2016,"A1","CB004",869,38,NA
2016,"A1","SB001",871,50,NA
2016,"A1","CB003",720,76,NA
2016,"A1","CB019",519,71,NA
2016,"A1","SB001",914,76,NA
2016,"A1","CB001",885,37,NA
2016,"A1","CB004",776,59,NA
2016,"A1","SB001",894,51,NA
2016,"A1","SB001",767,20,NA
2016,"A1","LB002",794,69,NA
2016,"A1","CB003",673,83,NA
2016,"A1","CB019",687,72,NA
2016,"A1","CB011",473,50,NA
2016,"A1","CB001",792,30,NA
2016,"A1","CB001",476,50,NA
2016,"A1","CB004",796,NA,"UP"
2016,"A1","CB003",511,70,NA
2016,"A1","SB001",713,50,NA
2016,"A1","CG031",46,68,NA
2016,"A1","SB016",578,51,NA
2016,"A1","CB003",862,73,NA
2016,"A1","SB001",830,29,NA
2016,"A1","CB001",725,35,NA
2016,"A1","CB026",703,62,NA
2016,"A1","CB019",676,NA,"47A"
2016,"A1","SB001",866,23,NA
2016,"A1","CB001",943,31,NA
2016,"A1","CB004",856,43,NA
2016,"A1","SB001",678,26,NA
2016,"A1","SB001",941,30,NA
2016,"A1","CB019",586,57,NA
2016,"A1","CB001",672,30,NA
2016,"A1","CB019",926,75,NA
2016,"A1","SB001",864,NA,"UP"
2016,"A1","CB011",652,45,NA
2016,"A1","SB016",902,59,NA
2016,"A1","SB001",897,56,NA
2016,"A1","SB001",482,55,NA
2016,"A1","SB001",909,37,NA
2016,"A1","CB004",723,53,NA
2016,"A1","CB004",764,42,NA
2016,"A1","CB001",756,22,NA
2016,"A1","CB003",716,87,NA
2016,"A1","CB004",740,81,NA
2016,"A1","SB001",807,79,NA
2016,"A1","CB003",458,79,NA
2016,"A1","CB003",73,85,NA
2016,"A1","CB001",832,35,NA
2016,"A1","SB001",918,63,NA
2016,"A1","CB004",442,57,NA
2016,"A1","CB003",433,74,NA
2016,"A1","CB004",724,80,NA
2016,"A1","CB019",514,67,NA
2016,"A1","CB004",669,55,NA
2016,"A1","CB001",917,40,NA
2016,"A1","CB003",721,30,NA
2016,"A1","CB001",883,73,NA
2016,"A1","CB003",674,71,NA
2016,"A1","CB004",890,55,NA
2016,"A1","CB004",844,35,NA
2016,"A1","CB004",441,50,NA
2016,"A1","SB001",873,37,NA
2016,"A1","CB001",627,66,NA
2016,"A1","CB004",846,59,NA
2016,"A1","SB001",743,21,NA
2016,"A1","SB001",745,55,NA
2016,"A1","CB019",717,84,NA
2016,"A1","CB019",800,85,NA
2016,"A1","SB001",817,61,NA
2016,"A1","CB004",892,68,NA
2016,"A1","CB004",826,60,NA
2016,"A1","SB001",935,81,NA
2016,"A1","SB001",493,71,NA
2016,"A1","HB001",610,34,NA
2016,"A1","CB004",712,41,NA
2016,"A1","CB019",843,66,NA
2016,"A1","CB001",851,20,NA
2016,"A1","CB004",882,52,NA
2016,"A1","CB001",730,64,NA
2016,"A1","CB004",682,53,NA
2016,"A1","CB001",657,57,NA
2016,"A1","EB010",516,NA,"45A"
2016,"A1","SB001",789,NA,"UP"
2016,"A1","SB001",765,60,NA
2016,"A1","CB001",704,84,NA
2016,"A1","EB001",29,57,NA
2016,"A1","SB001",933,NA,"45A"
2016,"A1","CB001",288,56,NA
2016,"A1","SB001",679,65,NA
2016,"A1","CB003",64,74,NA
2016,"A1","CB019",575,77,NA
2016,"A1","CB004",808,56,NA
2016,"A1","CB001",912,20,NA
2016,"A1","SB001",812,35,NA
2016,"A1","CB019",736,71,NA
2016,"A1","CB019",726,72,NA
2016,"A1","CB003",768,62,NA
2016,"A1","CB004",838,21,NA
2016,"A1","CB011",270,NA,"AB"
2016,"A1","CB001",881,73,NA
2016,"A1","CB004",675,41,NA
2016,"A1","SB001",783,53,NA
2016,"A1","SB001",653,66,NA
2016,"A1","SB001",702,24,NA
2016,"A1","CB004",810,52,NA
2016,"A1","CB001",481,72,NA
2016,"A1","CB019",777,77,NA
2016,"A1","CB001",931,58,NA
2016,"A1","SB001",899,71,NA
2016,"A1","SB001",927,76,NA
2016,"A1","CB004",755,56,NA
2016,"A1","SB001",865,24,NA
2016,"A1","SB001",697,61,NA
2016,"A1","SB001",439,57,NA
2016,"A1","CB019",801,67,NA
2016,"A1","CB004",680,43,NA
2016,"A1","CB001",452,NA,"UP"
2016,"A1","SB001",760,82,NA
2016,"A1","CB020",113,75,NA
2016,"A2","CB011",613,57,NA
2016,"A2","CB011",616,70,NA
2016,"A2","CB011",688,65,NA
2016,"A2","CB025",848,80,NA
2016,"A2","CB004",588,63,NA
2016,"A2","CB018",513,81,NA
2016,"A2","CB011",406,78,NA
2016,"A2","CB011",562,50,NA
2016,"A2","CB020",399,63,NA
2016,"A2","CB020",641,67,NA
2016,"A2","SB001",540,84,NA
2016,"A2","SB001",803,78,NA
2016,"A2","CB011",757,NA,"UP"
2016,"A2","CB020",457,79,NA
2016,"A2","CB020",788,80,NA
2016,"A2","CB025",824,72,NA
2016,"A2","CB011",628,60,NA
2016,"A2","CB020",651,81,NA
2016,"A2","CB020",611,70,NA
2016,"A2","CB011",595,56,NA
2016,"A2","CB025",947,59,NA
2016,"A2","CB023",196,50,NA
2016,"A2","CB011",72,NA,"AB"
2016,"A2","CB024",746,70,NA
2016,"A2","CB011",379,61,NA
2016,"A2","CB020",383,81,NA
2016,"A2","CB025",727,85,NA
2016,"A2","CB023",696,67,NA
2016,"A2","CB026",662,77,NA
2016,"A2","CB023",857,26,NA
2016,"A2","CB011",771,63,NA
2016,"A2","CB011",523,51,NA
2016,"A2","CB020",512,78,NA
2016,"A2","CB015",924,57,NA
2016,"A2","CB026",664,70,NA
2016,"A2","CB020",554,81,NA
2016,"A2","CB020",551,83,NA
2016,"A2","CB011",580,51,NA
2016,"A2","CB026",819,86,NA
2016,"A2","CB025",751,70,NA
2016,"A2","CB011",589,68,NA
2016,"A2","CB011",178,58,NA
2016,"A2","CB025",835,85,NA
2016,"A2","CB023",842,35,NA
2016,"A2","CB026",859,88,NA
2016,"A2","CB025",699,70,NA
2016,"A2","CB026",754,70,NA
2016,"A2","CB020",617,70,NA
2016,"A2","CB015",813,42,NA
2016,"A2","CB026",700,76,NA
2016,"A2","CB020",424,66,NA
2016,"A2","CB020",438,77,NA
2016,"A2","CB025",681,86,NA
2016,"A2","CB011",370,62,NA
2016,"A2","CB011",886,57,NA
2016,"A2","CB025",690,68,NA
2016,"A2","CB018",479,78,NA
2016,"A2","CB011",903,50,NA
2016,"A2","CB020",453,83,NA
2016,"A2","CB011",542,40,NA
2016,"A2","CB025",762,72,NA
2016,"A2","CB011",537,NA,"AB"
2016,"A2","CB026",905,81,NA
2016,"A2","CB011",635,64,NA
2016,"A2","CB011",388,50,NA
2016,"A2","CB011",636,33,NA
2016,"A2","CB011",592,62,NA
2016,"A2","CB011",620,74,NA
2016,"A2","CB011",485,45,NA
2016,"A2","SB001",901,70,NA
2016,"A2","CB011",631,35,NA
2016,"A2","CB018",478,83,NA
2016,"A2","CB025",845,75,NA
2016,"A2","CB011",561,39,NA
2016,"A2","CB025",823,89,NA
2016,"A2","CB025",825,80,NA
2016,"A2","CB011",733,37,NA
2016,"A2","CB011",632,36,NA
2016,"A2","CB011",607,62,NA
2016,"A2","CB024",781,80,NA
2016,"A2","CB020",591,74,NA
2016,"A2","CB024",874,64,NA
2016,"A2","CB020",509,73,NA
2016,"A2","CB023",667,74,NA
2016,"A2","CB018",529,80,NA
2016,"A2","CB015",515,42,NA
2016,"A2","CB011",520,36,NA
2016,"A2","CB011",870,53,NA
2016,"A2","CB011",488,62,NA
2016,"A2","CB011",828,50,NA
2016,"A2","CB024",818,62,NA
2016,"A2","CB018",404,79,NA
2016,"A2","CB011",609,33,NA
2017,"A1","CB001",1073,63,NA
2017,"A1","CB003",1125,72,NA
2017,"A1","CB001",528,37,NA
2017,"A1","CB019",1007,97,NA
2017,"A1","SB001",1181,68,NA
2017,"A1","CB003",983,96,NA
2017,"A1","SB001",773,40,NA
2017,"A1","SB001",1242,53,NA
2017,"A1","CB019",1245,90,NA
2017,"A1","CB004",1200,54,NA
2017,"A1","CB004",994,29,NA
2017,"A1","CB001",1138,66,NA
2017,"A1","CB003",797,84,NA
2017,"A1","CB003",855,94,NA
2017,"A1","CB019",1119,69,NA
2017,"A1","CB001",1150,91,NA
2017,"A1","SB001",1156,40,NA
2017,"A1","CB019",1174,69,NA
2017,"A1","SB001",231,37,NA
2017,"A1","SB001",1224,NA,"AB"
2017,"A1","CB004",728,64,NA
2017,"A1","CB004",1249,67,NA
2017,"A1","CB019",1052,73,NA
2017,"A1","CB019",1197,74,NA
2017,"A1","CB001",1238,NA,"UP"
2017,"A1","SB001",1226,50,NA
2017,"A1","HB001",1169,97,NA
2017,"A1","SB001",981,56,NA
2017,"A1","SB001",1254,63,NA
2017,"A1","CB003",1004,96,NA
2017,"A1","CB004",1051,56,NA
2017,"A1","CB001",1180,NA,"UP"
2017,"A1","CB003",1131,58,NA
2017,"A1","CB019",1108,100,NA
2017,"A1","SB001",1186,100,NA
2017,"A1","SB001",967,74,NA
2017,"A1","CB011",833,NA,"AB"
2017,"A1","SB001",1187,93,NA
2017,"A1","CB003",1041,83,NA
2017,"A1","CB004",993,29,NA
2017,"A1","SB001",972,80,NA
2017,"A1","CB001",1068,57,NA
2017,"A1","SB001",10,78,NA
2017,"A1","CB001",1164,75,NA
2017,"A1","SB016",921,38,NA
2017,"A1","SB016",834,27,NA
2017,"A1","CB004",58,67,NA
2017,"A1","CB001",1243,57,NA
2017,"A1","CB019",988,59,NA
2017,"A1","SB001",1158,57,NA
2017,"A1","SB001",1179,71,NA
2017,"A1","CB004",955,64,NA
2017,"A1","CB019",991,92,NA
2017,"A1","SB001",1139,69,NA
2017,"A1","CB003",1081,64,NA
